,nombre_local,producto,precio
1768,Cumin Brunch & Café,Vichy Catalana,"2,90 €"
1769,Cumin Brunch & Café,"Coca Cola 0,33 ml","2,80 €"
1770,Cumin Brunch & Café,"Fanta Naranja 0,33 ml","2,80 €"
1771,Cumin Brunch & Café,ColaCao  195 ml,"2,80 €"
1772,Cumin Brunch & Café,Schweppes tónica,"2,90 €"
1773,Cumin Brunch & Café,"Agua 1,5 L","4,00 €"
1774,Cumin Brunch & Café,Brownies,"3,80 €"
1775,Cumin Brunch & Café,Tarta de Plátano sin Azúcar,"4,55 €"
1776,Cumin Brunch & Café,Yogurt de Fresa y Chocolate Blanco,"4,55 €"
1777,Cumin Brunch & Café,Tarta de Zanahoria,"5,85 €"
1778,Cumin Brunch & Café,Té de Comino,"3,20 €"
1779,Cumin Brunch & Café,Té Chai,"3,20 €"
1780,Cumin Brunch & Café,English Breakfast,"3,20 €"
1781,Cumin Brunch & Café,Early Grey,"3,20 €"
1782,Cumin Brunch & Café,Té Verde,"3,20 €"
1783,Cumin Brunch & Café,Té Verde con Melocotón,"3,20 €"
1784,Cumin Brunch & Café,Rooibos Jengibre con Limón,"3,20 €"
1785,Cumin Brunch & Café,Té Blanco,"3,20 €"
1786,Cumin Brunch & Café,Té Rojo,"4,20 €"
1787,Cumin Brunch & Café,Quintó,"1,80 €"
1788,Cumin Brunch & Café,Sin Gluten,"2,00 €"
1789,Cumin Brunch & Café,Sin Alcohol,"2,00 €"
1790,Cumin Brunch & Café,"Estrella Galicia 0,33 ml","2,90 €"
1791,Cumin Brunch & Café,Voll Damm 0.33 ml,"2,90 €"
1792,Cumin Brunch & Café,"San Miguel 0,33 ml","2,90 €"
1793,Cumin Brunch & Café,"Lemon radler 0,33 ml","4,95 €"
1794,Cumin Brunch & Café,Heineken 0.33 ml,"2,90 €"
1795,Cumin Brunch & Café,"Mahou 0,33 ml","2,90 €"
1796,Cumin Brunch & Café,"Corona 0,33 ml","2,90 €"
1797,Cumin Brunch & Café,"Mahou Radler 0,33 ml","2,90 €"
1798,Le Florentine Barcelona,,
1799,Le Florentine Barcelona,,
1800,Le Florentine Barcelona,,
1801,Le Florentine Barcelona,,
1802,Le Florentine Barcelona,,
1803,Le Florentine Barcelona,,
1804,Le Florentine Barcelona,,
1805,Le Florentine Barcelona,,
1806,Le Florentine Barcelona,,
1807,Le Florentine Barcelona,,
1808,Le Florentine Barcelona,,
1809,Le Florentine Barcelona,,
1810,Le Florentine Barcelona,,
1811,Le Florentine Barcelona,,
1812,Le Florentine Barcelona,,
1813,Le Florentine Barcelona,,
1814,Le Florentine Barcelona,,
1815,Le Florentine Barcelona,,
1816,Le Florentine Barcelona,,
1817,Le Florentine Barcelona,,
1818,Le Florentine Barcelona,,
1819,Le Florentine Barcelona,,
1820,Le Florentine Barcelona,,
1821,Le Florentine Barcelona,,
1822,Le Florentine Barcelona,,
1823,Le Florentine Barcelona,,
1824,Le Florentine Barcelona,,
1825,Le Florentine Barcelona,,
1826,Le Florentine Barcelona,,
1827,Le Florentine Barcelona,,
1828,Le Florentine Barcelona,,
1829,Le Florentine Barcelona,,
1830,Le Florentine Barcelona,,
1831,Le Florentine Barcelona,,
1832,Le Florentine Barcelona,,
1833,Le Florentine Barcelona,,
1834,Le Florentine Barcelona,,
1835,Le Florentine Barcelona,,
1836,Le Florentine Barcelona,,
1837,Le Florentine Barcelona,,
1838,Le Florentine Barcelona,,
1839,Le Florentine Barcelona,,
1840,Le Florentine Barcelona,,
1841,Le Florentine Barcelona,,
1842,Le Florentine Barcelona,,
1843,Le Florentine Barcelona,,
1844,Le Florentine Barcelona,,
1845,Le Florentine Barcelona,,
1846,Le Florentine Barcelona,,
1847,Le Florentine Barcelona,,
1848,Le Florentine Barcelona,,
1849,Le Florentine Barcelona,,
1850,Le Florentine Barcelona,,
1851,Le Florentine Barcelona,,
1852,Le Florentine Barcelona,,
1853,Le Florentine Barcelona,,
1854,Le Florentine Barcelona,,
1855,Le Florentine Barcelona,,
1856,Le Florentine Barcelona,,
1857,BARNABIER,Condesa de Leganza,"17,50 €"
1858,BARNABIER,Smoothie Strawberry Fantasy,"8,40 €"
1859,BARNABIER,Ensaladilla Rusa,"8,60 €"
1860,BARNABIER,Smoothie Pineapple Sunset,"8,40 €"
1861,BARNABIER,Smoothie Rasberry Heaven,"8,40 €"
1862,BARNABIER,Zumo de Naranja Natural,"5,00 €"
1863,BARNABIER,Paella de Bogabante,"71,00 €"
1864,BARNABIER,Paella de Marisco,"51,00 €"
1865,BARNABIER,Fideua con Marisco,"51,00 €"
1866,BARNABIER,Arroz Negro del Senyoret,"49,50 €"
1867,BARNABIER,Paella Senyoret,"49,50 €"
1868,BARNABIER,Paella de Pollo y Gambas,"48,50 €"
1869,BARNABIER,Paella de Pollo,"40,50 €"
1870,BARNABIER,Paella de la Huerta,"39,50 €"
1871,BARNABIER,Langostinos Crujientes (6 Uds.),"17,10 €"
1872,BARNABIER,Crujiente de Patata y Langostino ( 4 Uds.),"10,50 €"
1873,BARNABIER,Ragut de Calamar,"8,25 €"
1874,BARNABIER,Albondigas con Sepia,"8,25 €"
1875,BARNABIER,Croquetas de Pollo (6 Uds.),"8,25 €"
1876,BARNABIER,Croquetas de Jamón Ibérico (6 Uds.),"8,25 €"
1877,BARNABIER,Croquetas de Setas (6 Uds.),"8,25 €"
1878,BARNABIER,Pincho de Tortilla de Patatas,"8,00 €"
1879,BARNABIER,Pincho de Tortilla de Calabacin,"8,00 €"
1880,BARNABIER,Bolitas de Queso Gouda y Jalapeño,"8,00 €"
1881,BARNABIER,Patatas Bravas,"8,00 €"
1882,BARNABIER,Buñuelos de Bacalao Ración,"8,00 €"
1883,BARNABIER,Bombas (1 Ud.),"2,40 €"
1884,BARNABIER,Brioche de Lagrimas de Pollo,"4,50 €"
1885,BARNABIER,Brioche del Port,"4,50 €"
1886,BARNABIER,Mini Burger Completa,"4,50 €"
1887,BARNABIER,Montadito de Brocheta de Pollo (1 Ud.),"3,75 €"
1888,BARNABIER,Montadito de Jamón Ibérico (1 Ud.),"3,75 €"
1889,BARNABIER,Pincho Brie y Jamón Ibérico (1 Ud.),"3,75 €"
1890,BARNABIER,Pincho Chistorra de Pamplona (1 Ud.),"3,75 €"
1891,BARNABIER,Pincho Brie y Chistorra (1 Ud.),"3,75 €"
1892,BARNABIER,Montadito de Tortilla de Patatas (1 Ud.),"3,50 €"
1893,BARNABIER,Montadito de Tortilla de Calabacín (1 Ud.),"3,50 €"
1894,BARNABIER,Montadito de Queso Fresco y Tomate (1 Ud.),"3,50 €"
1895,BARNABIER,Pincho Donostiarra (1 Ud.),"3,50 €"
1896,BARNABIER,Montadito de Ensalada de Atún (1 Ud.),"3,50 €"
1897,BARNABIER,Montadito de Salmón Ahumado (1 Ud.),"3,50 €"
1898,BARNABIER,Mini Burger de la Casa,"3,50 €"
1899,BARNABIER,Montadito de exqueixada (1 Ud.),"3,50 €"
1900,BARNABIER,La Moby D***,"20,50 €"
1901,BARNABIER,La Hemingway,"19,90 €"
1902,BARNABIER,La Cousteau,"18,25 €"
1903,BARNABIER,La Capitana,"17,80 €"
1904,BARNABIER,La Wolf,"16,80 €"
1905,BARNABIER,Pizza Spinaci Formaggio,"17,95 €"
1906,BARNABIER,Pizza 4 Formaggi,"17,50 €"
1907,BARNABIER,Pizza Rúcula,"17,50 €"
1908,BARNABIER,Pizza Pepperoni,"15,50 €"
1909,BARNABIER,Pizza Marguerita,"13,50 €"
1910,BARNABIER,Patatas Fritas para Acompañar,"5,65 €"
1911,BARNABIER,Fish & Chips,"15,50 €"
1912,BARNABIER,Burrata con Milhojas,"15,90 €"
1913,BARNABIER,Ensalada Cesar con Pollo Crujiente y Parmesano,"14,75 €"
1914,BARNABIER,Ensalada Barnabier,"12,95 €"
1915,BARNABIER,Salpicón de Marisco,"9,95 €"
1916,BARNABIER,Ensaladilla Rusa,"8,60 €"
1917,BARNABIER,Ensaladilla de Cangrejo,"8,60 €"
1918,BARNABIER,Ensaladilla Italiana,"8,60 €"
1919,BARNABIER,Smoothie Coconut Crush,"8,40 €"
1920,BARNABIER,Smoothie Strawberry Fantasy,"8,40 €"
1921,BARNABIER,Smoothie Pineapple Sunset,"8,40 €"
1922,BARNABIER,Smoothie Acai Kick,"8,40 €"
1923,BARNABIER,Smoothie Rasberry Heaven,"8,40 €"
1924,BARNABIER,Smoothie Passion Storm,"8,40 €"
1925,BARNABIER,Zumo de Naranja Natural,"5,00 €"
1926,BARNABIER,Fuze Tea Nestea Limón 500ml,"3,80 €"
1927,BARNABIER,Coca-Cola Sabor Original Botella 500ml,"3,60 €"
1928,BARNABIER,Coca-Cola Zero Azúcar Botella 500ml,"3,60 €"
1929,BARNABIER,Fanta Naranja 500ml,"3,60 €"
1930,BARNABIER,Fanta Limón 500 Ml,"3,60 €"
1931,BARNABIER,Aquarius Limón 550 Ml,"3,15 €"
1932,BARNABIER,Sidra Magners Original 50Cl,"6,85 €"
1933,BARNABIER,Cerveza Chimay Triple,"6,45 €"
1934,BARNABIER,Cerveza Chimay Blue,"6,25 €"
1935,BARNABIER,Cerveza Almogaver Imperial Ipa,"5,95 €"
1936,BARNABIER,Cerveza Almogaver Drake,"5,80 €"
1937,BARNABIER,Cerveza Almogaver Volksbier,"5,45 €"
1938,BARNABIER,Cerveza Duvel,"5,70 €"
1939,BARNABIER,Cerveza Almogaver Classica,"5,40 €"
1940,BARNABIER,Sidra Kopparberg Strawberry & Lime,"5,25 €"
1941,BARNABIER,FRANZISKANER HEFE-WEISSE 50 Cl,"4,50 €"
1942,BARNABIER,Cerveza Stella Artois,"4,90 €"
1943,BARNABIER,Cerveza Desperados,"4,40 €"
1944,BARNABIER,Cerveza Coronita,"3,95 €"
1945,BARNABIER,Cerveza Estrella Galicia Lata,"3,00 €"
1946,BARNABIER,Tarta de Queso Casera,"5,50 €"
1947,BARNABIER,Ensalada de Frutas Frescas,"6,00 €"
1948,BARNABIER,Tarta Muerte por Chocolate,"5,75 €"
1949,BARNABIER,TARTA DE MANZANA CASERA,"5,50 €"
1950,BARNABIER,Condesa de Leganza,"17,50 €"
1951,Natury Clot,Brownie Crumble,"4,90 €"
1952,Natury Clot,Cinamon Roll,"3,70 €"
1953,Natury Clot,Cheesecake de Pistacho,"6,50 €"
1954,Natury Clot,Brownie (sin gluten),"3,90 €"
1955,Natury Clot,Roll de Crema de Pistacho mediterraneo,"5,70 €"
1956,Natury Clot,Cinamon Roll,"3,70 €"
1957,Natury Clot,Roll de Choco y Avellana,"4,70 €"
1958,Natury Clot,Roll de Crema de Pistacho mediterraneo,"5,70 €"
1959,Natury Clot,"Roll ""Shalona's Lotus""","4,70 €"
1960,Natury Clot,Roll de Pesto verde con Piñones Catalanes,"5,70 €"
1961,Natury Clot,Roll de Pizza con Aceitunas negras,"4,70 €"
1962,Natury Clot,Roll de Sobrasada vegana,"4,70 €"
1963,Natury Clot,Roll de Boloñesa vegana,"5,70 €"
1964,Natury Clot,Chocolate Cookie with salt flakes,"2,70 €"
1965,Natury Clot,"Cookie ""Nutty"" with Walnuts & Chocolate","2,70 €"
1966,Natury Clot,Cookie with Raspberry & white Chocolate,"3,20 €"
1967,Natury Clot,Pack de 4 Cookies de Chocolate y Escamas de Sal,"9,90 €"
1968,Natury Clot,Pack de 4 Cookies de Nueces con Chocolate,"9,90 €"
1969,Natury Clot,Pistachio Cookie,"3,20 €"
1970,Natury Clot,"Cookie ""Nutty Glutenfree"" with Walnuts & Chocolate","3,20 €"
1971,Natury Clot,"Cookie ""Shalona's Lotus""","3,20 €"
1972,Natury Clot,Agua s/ Gas (500ml),"1,90 €"
1973,Natury Clot,Agua c/ Gas (330ml),"2,20 €"
1974,Natury Clot,Zumo de Naranja (250ml),"3,80 €"
1975,Natury Clot,Agua de Coco (330ml),"3,50 €"
1976,Natury Clot,Kombucha Bio Voelkel,"4,50 €"
1977,Natury Clot,Kombucha Vigo Açai,"4,50 €"
1978,Natury Clot,Organic Matcha Green Tea YOKO,"4,50 €"
1979,Natury Clot,Limonada de Piña OnLemon,"3,50 €"
1980,Natury Clot,Limonada de Naranja OnLemon,"3,50 €"
1981,Natury Clot,Cola 0 OnLemon,"3,50 €"
1982,Natury Clot,Limonada Bio Mango Mama,"3,50 €"
1983,Natury Clot,"Kombucha Vigo Probiotic, 100ml","2,90 €"
1984,Natury Clot,Smoothie casero,"4,90 €"
1985,Natury Clot,Limonada casera (330ml),"2,60 €"
1986,Natury Clot,Cheesecake de Pistacho,"6,50 €"
1987,Natury Clot,Brownie (sin gluten),"3,90 €"
1988,Natury Clot,Cheesecake de Maracuyá (Fruta de la Pasión),"6,50 €"
1989,Natury Clot,Chai Latte,"4,20 €"
1990,Natury Clot,Cúrcuma Latte,"3,60 €"
1991,Natury Clot,Café con Leche,"2,40 €"
1992,Natury Clot,Matcha Latte,"3,40 €"
1993,Natury Clot,Flat White,"3,00 €"
1994,Natury Clot,Choco Latte,"3,20 €"
1995,Natury Clot,Espresso,"1,80 €"
1996,Natury Clot,Frappuccino,"5,80 €"
1997,Natury Clot,Moca,"4,40 €"
1998,Natury Clot,Latte Macchiato,"3,60 €"
1999,Natury Clot,Cappuccino,"2,80 €"
2000,Natury Clot,Gelato de Pistacho vegano & glutenfree,"3,50 €"
2001,Natury Clot,Gelato de Vainilla vegano & glutenfree,"2,50 €"
2002,Natury Clot,Gelato de chocolate vegano & glutenfree,"2,50 €"
2003,Natury Clot,Cookie Crumble,"4,90 €"
2004,Natury Clot,Brownie Crumble,"4,90 €"
2005,Natury Clot,Gelato de Fresa vegano & glutenfree,"2,50 €"
2006,Wok Show,Haz tu Wok,"5,50 €"
2007,Wok Show,Ramen Miso,"8,90 €"
2008,Wok Show,Cerdo Yakitori,"5,50 €"
2009,Wok Show,Cerdo Agridulce,"5,50 €"
2010,Wok Show,Poke Bowl Mediano,"9,49 €"
2011,Wok Show,Haz tu Wok,"5,50 €"
2012,Wok Show,Gyozas de Pollo y Verduras,"5,50 €"
2013,Wok Show,Gyozas de Langostinos y Verduras,"5,50 €"
2014,Wok Show,Rollitos de Primavera,"3,10 €"
2015,Wok Show,Edamame al Vapor,"3,00 €"
2016,Wok Show,Gyozas de Cerdo y Verduras,"5,50 €"
2017,Wok Show,Samosas de Pollo,"4,90 €"
2018,Wok Show,Tempura de Pollo Picante,"6,50 €"
2019,Wok Show,Tako yaki,"5,50 €"
2020,Wok Show,Edamame Frito,"3,90 €"
2021,Wok Show,Edamame Frito con Salsa Picante,"3,90 €"
2022,Wok Show,Tempura Surtido de Verduras,"5,50 €"
2023,Wok Show,Tempura de Langostinos Eby,"8,90 €"
2024,Wok Show,Chips de Gamba,"1,50 €"
2025,Wok Show,Ensalada de Pepino Picante,"3,00 €"
2026,Wok Show,Ensalada Wok Show,"3,90 €"
2027,Wok Show,Ensalada de Algas Wakame,"4,20 €"
2028,Wok Show,Ensalada de Pepino Machacado,"4,50 €"
2029,Wok Show,Wokadillo Mixto,"4,90 €"
2030,Wok Show,Wokadillo de Gambas,"4,90 €"
2031,Wok Show,Hamburguesa Japonesa,"6,90 €"
2032,Wok Show,Wokadillo de Ternera,"4,90 €"
2033,Wok Show,Gwa Bao,"5,50 €"
2034,Wok Show,Ramen Miso,"8,90 €"
2035,Wok Show,Sopa de Miso,"3,90 €"
2036,Wok Show,Ramen de Soja,"8,90 €"
2037,Wok Show,Sopa Thai,"7,90 €"
2038,Wok Show,Pollo Teriyaki,"9,50 €"
2039,Wok Show,Pollo al Curry,"9,00 €"
2040,Wok Show,Salmón al Vapor con Verduras,"10,50 €"
2041,Wok Show,Sake Teriyaki,"10,50 €"
2042,Wok Show,Arroz Blanco,"2,90 €"
2043,Wok Show,Tallarines Cremosos de Salmón,"6,90 €"
2044,Wok Show,Boloñesa al Wok,"6,90 €"
2045,Wok Show,Tallarines Cremosos de Bacon,"6,90 €"
2046,Wok Show,Arroz Avinagrado,"3,50 €"
2047,Wok Show,Sashimi de Salmón,"4,50 €"
2048,Wok Show,Sashimi de Atún,"5,80 €"
2049,Wok Show,Nigiri Maguro Atún,"1,90 €"
2050,Wok Show,Nigiri Sake Salmón,"1,90 €"
2051,Wok Show,Nigiri Avocado,"1,50 €"
2052,Wok Show,Uramaki Eby Tempura Sake,"10,50 €"
2053,Wok Show,Uramaki Sake California,"8,90 €"
2054,Wok Show,Uramaki Maguro to Avocado,"9,10 €"
2055,Wok Show,Uramaki Sake Dynamite,"8,90 €"
2056,Wok Show,Uramaki Salmón Ikura,"8,90 €"
2057,Wok Show,Uramaki California,"8,90 €"
2058,Wok Show,Uramaki Spicy Roll,"9,90 €"
2059,Wok Show,Uramaki Dragón Avocado,"10,50 €"
2060,Wok Show,Uramaki Wakame Rock and Roll,"8,90 €"
2061,Wok Show,Futomaki Philadelphia,"7,90 €"
2062,Wok Show,Futomaki Sanshoku Maki,"8,90 €"
2063,Wok Show,Hosomaki Atún Maki,"5,50 €"
2064,Wok Show,Hosomaki Cangrejo Maki,"6,10 €"
2065,Wok Show,Hosomaki Salmón Maki,"4,90 €"
2066,Wok Show,Hosomaki Vegetarian Maki,"4,50 €"
2067,Wok Show,Hosomaki Shiitake & Cheese Roll,"4,50 €"
2068,Wok Show,Hosomaki Avocado Maki,"3,50 €"
2069,Wok Show,Hosomaki Pepino Maki,"3,50 €"
2070,Wok Show,Tataki de Salmón,"11,90 €"
2071,Wok Show,Tartar de Atún Spicy,"12,50 €"
2072,Wok Show,Tartar Mixto Marinado,"11,90 €"
2073,Wok Show,Maguro Tataki,"12,50 €"
2074,Wok Show,"Tartar de Gambas, Mango y Aguacate","11,90 €"
2075,Wok Show,Set Salmon Lovers,"19,00 €"
2076,Wok Show,Poke Bowl de Salmón,"8,90 €"
2077,Wok Show,Crea tu Bowl,"12,50 €"
2078,Wok Show,Poke Bowl Mediano,"9,49 €"
2079,Wok Show,Poke Bowl de Ternera,"9,90 €"
2080,Wok Show,Poke Bowl Grande,"12,49 €"
2081,Wok Show,Poke Bowl de Atún,"9,90 €"
2082,Wok Show,Poke Bowl Vegetariano,"8,90 €"
2083,Wok Show,Poke Bowl de Pollo,"8,90 €"
2084,Wok Show,Pitaya Bowl,"7,90 €"
2085,Wok Show,Organic Açaí Bowl,"8,90 €"
2086,Wok Show,Menú Bento,"12,50 €"
2087,Wok Show,Pollo Teriyaki,"5,50 €"
2088,Wok Show,Pollo Dulce Picante,"5,50 €"
2089,Wok Show,Cerdo Agridulce,"5,50 €"
2090,Wok Show,Cerdo Yakitori,"5,50 €"
2091,Wok Show,Langostino Tigre,"5,50 €"
2092,Wok Show,Surtido de Mochis,"4,50 €"
2093,Wok Show,Coca-Cola Sabor Original botella 500ml.,"1,90 €"
2094,Wok Show,Nestea,"1,90 €"
2095,Wok Show,Coca-Cola Zero Azúcar botella 500ml.,"1,90 €"
2096,Wok Show,Fanta Naranja,"1,90 €"
2097,Wok Show,Fanta Limón,"1,90 €"
2098,Wok Show,Green Tea Arizona,"2,90 €"
2099,Wok Show,Agua Natural,"1,70 €"
2100,Wok Show,Agua con Gas,"2,50 €"
2101,Wok Show,Cerveza Asahi,"2,70 €"
2102,Wok Show,Cerveza Kirin Ichiban,"2,70 €"
2103,Wok Show,Cerveza Singha,"2,70 €"
2104,Wok Show,Cerveza Nacional,"1,80 €"
2105,Wok Show,WRAP DE POLLO,"4,99 €"
2106,Wok Show,WRAP DE TERNERA,"4,99 €"
2107,Wok Show,WRAP DE GAMBAS,"4,99 €"
2108,Surf House Barcelona,Beach Mac Burger,"9,95 €"
2109,Surf House Barcelona,Yankee Burger,"10,20 €"
2110,Surf House Barcelona,Burrito SHB,"9,00 €"
2111,Surf House Barcelona,Chickens,"10,50 €"
2112,Surf House Barcelona,Patatas Clásicas ,"3,90 €"
2113,Surf House Barcelona,Chickens,"10,50 €"
2114,Surf House Barcelona,Avocado Toast,"9,60 €"
2115,Surf House Barcelona,Açai Bowl,"9,70 €"
2116,Surf House Barcelona,Exotic Yogur Bowl,"7,40 €"
2117,Surf House Barcelona,SHB Eggs Benedict,"13,50 €"
2118,Surf House Barcelona,Crispy Chicken Fingers,"8,00 €"
2119,Surf House Barcelona,Beach Nachitos,"7,50 €"
2120,Surf House Barcelona,Burrito SHB,"9,00 €"
2121,Surf House Barcelona,Patatas Bravas,"6,90 €"
2122,Surf House Barcelona,Pumpkin Dip,"8,90 €"
2123,Surf House Barcelona,Chicken Joe,"9,50 €"
2124,Surf House Barcelona,Uluwatu,"8,90 €"
2125,Surf House Barcelona,Shrimp Tacos 2.0,"9,60 €"
2126,Surf House Barcelona,Beach Mac Burger,"9,95 €"
2127,Surf House Barcelona,Yankee Burger,"10,20 €"
2128,Surf House Barcelona,Veggie Burger,"9,10 €"
2129,Surf House Barcelona,Cheesebacon Burger,"9,50 €"
2130,Surf House Barcelona,Patatas Clásicas ,"3,90 €"
2131,Surf House Barcelona,Trufa & Parmesano Fries,"5,00 €"
2132,Surf House Barcelona,Boniato Fries,"5,00 €"
2133,Surf House Barcelona,Salsa Ketchup,"0,50 €"
2134,Surf House Barcelona,Salsa Mayonesa,"0,50 €"
2135,Surf House Barcelona,Salsa Thai,"1,00 €"
2136,Surf House Barcelona,Salsa Japonesa,"1,00 €"
2137,Surf House Barcelona,Salsa Keramas,"1,00 €"
2138,Surf House Barcelona,Salsa Valentina,"1,00 €"
2139,Surf House Barcelona,Salsa Tex Mex,"1,00 €"
2140,Surf House Barcelona,Surfer’s Apple Crumble,"6,90 €"
2141,Surf House Barcelona,NY Cheesecake,"6,90 €"
2142,Surf House Barcelona,Matcha Latte (300ml.),"3,95 €"
2143,Surf House Barcelona,Tumeric (300ml.),"3,95 €"
2144,Surf House Barcelona,Iced Latte SHB (300ml.),"3,90 €"
2145,Surf House Barcelona,Café con Leche (260ml.),"2,20 €"
2146,Surf House Barcelona,Clasic Iced Latte (300ml.),"2,90 €"
2147,Surf House Barcelona,Trifásico de Baileys (90ml.),"2,70 €"
2148,Surf House Barcelona,Café Carajillo (75ml.),"2,70 €"
2149,Surf House Barcelona,Café Capuccino (280ml.),"2,20 €"
2150,Surf House Barcelona,Café Americano (280ml.),"1,80 €"
2151,Surf House Barcelona,Café Cortado (70ml.),"1,80 €"
2152,Surf House Barcelona,Café Espresso (40ml.),"1,60 €"
2153,Surf House Barcelona,Chai Latte (300ml.),"3,95 €"
2154,Surf House Barcelona,Zumo Ñoki  (300ml.),"5,30 €"
2155,Surf House Barcelona,Pink Lemonade  (300ml.),"3,50 €"
2156,Surf House Barcelona,Ginger Lemonade  (300ml.),"3,50 €"
2157,Surf House Barcelona,SHB Iced Tea  (300ml.),"3,50 €"
2158,Surf House Barcelona,Zumo Curagreen (300ml.),"5,90 €"
2159,Surf House Barcelona,Zumo Kandui (300ml.),"5,90 €"
2160,Surf House Barcelona,Zumo Roger Rabbit  (300ml.),"5,30 €"
2161,Surf House Barcelona,Zumo Fiji (300ml.),"6,20 €"
2162,Surf House Barcelona,Zumo Lima  (300ml.),"3,50 €"
2163,Surf House Barcelona,Zumo Naranja Natural  (300ml.),"3,50 €"
2164,Surf House Barcelona,Oreo Milkshake (300ml.),"6,00 €"
2165,Surf House Barcelona,SHBueno Milkshake (300ml.),"6,00 €"
2166,Tizana Açai Bar,Bowl Açaí,"9,50 €"
2167,Tizana Açai Bar,Smoothie Açaí Power,"6,50 €"
2168,Tizana Açai Bar,Smoothie Açaí,"6,50 €"
2169,Tizana Açai Bar,Yogurt griego con toppings y frutas (500 ml.),"9,50 €"
2170,Tizana Açai Bar,Smoothie Açaí Yogufresh,"6,50 €"
2171,Tizana Açai Bar,Bowl Açaí,"9,50 €"
2172,Tizana Açai Bar,Smoothie Açaí,"6,50 €"
2173,Tizana Açai Bar,Smoothie Açaí de Saudade,"6,50 €"
2174,Tizana Açai Bar,Smoothie Açaí Power,"6,50 €"
2175,Tizana Açai Bar,Smoothie Açaí Yogufresh,"6,50 €"
2176,Tizana Açai Bar,Smoothie Açaí Bomba Vitamina,"6,50 €"
2177,Tizana Açai Bar,Zumo Vita Fresh,"5,50 €"
2178,Tizana Açai Bar,Zumo All Fresh,"5,50 €"
2179,Tizana Açai Bar,Zumo Mojito Refresh,"5,50 €"
2180,Tizana Açai Bar,Batido Paradise,"5,50 €"
2181,Tizana Açai Bar,Batido Hawai,"5,50 €"
2182,Tizana Açai Bar,Batido Berries Good,"5,50 €"
2183,Tizana Açai Bar,Batido Miami,"5,50 €"
2184,Tizana Açai Bar,Batido Somriure,"5,50 €"
2185,Tizana Açai Bar,Smoothie Max Fibra,"5,50 €"
2186,Tizana Açai Bar,Smoothie Hércules,"5,50 €"
2187,Tizana Açai Bar,Batido de Peanutbutter,"5,50 €"
2188,Tizana Açai Bar,Smoothie de Fresa Suprema,"5,50 €"
2189,Tizana Açai Bar,Batido de Oreo Milk,"5,50 €"
2190,Tizana Açai Bar,Smoothie Bona Fibra,"5,50 €"
2191,Tizana Açai Bar,Smoothie de Melón Split,"5,50 €"
2192,Tizana Açai Bar,Smoothie de Mango Passión,"5,50 €"
2193,Tizana Açai Bar,Empanada (1 ud.),"4,00 €"
2194,Tizana Açai Bar,Yogurt griego con toppings y frutas (500 ml.),"9,50 €"
2195,Tizana Açai Bar,Cocada Tradicional (500ml),"6,00 €"
2196,Jeicoto,Vaso L,"9,05 €"
2197,Jeicoto,Vaso XL,"14,80 €"
2198,Jeicoto,Vaso M,"7,05 €"
2199,Jeicoto,Red Bull,"3,00 €"
2200,Jeicoto,Monster,"3,00 €"
2201,Jeicoto,Vaso XL,"14,80 €"
2202,Jeicoto,Vaso L,"9,05 €"
2203,Jeicoto,Vaso M,"7,05 €"
2204,Jeicoto,Monster,"3,00 €"
2205,Jeicoto,Red Bull,"3,00 €"
2206,Jeicoto,7Up,"2,75 €"
2207,Jeicoto,Fanta de Limon,"2,75 €"
2208,Jeicoto,Fanta de Naranja,"2,75 €"
2209,Jeicoto,Coca-Cola,"2,75 €"
2210,Jeicoto,Coca-Cola Zero,"2,75 €"
2211,Jeicoto,Zumo Maaza Mango,"2,50 €"
2212,Jeicoto,Zumo Maaza Guayaba,"2,50 €"
2213,Jeicoto,Agua,"1,25 €"
2214,COLIBRI BRUNCH Y BISTRO,Acaí Bowl,"12,45 €"
2215,COLIBRI BRUNCH Y BISTRO,Smokey Sweet Chicken,"11,95 €"
2216,COLIBRI BRUNCH Y BISTRO,Sinless Burger,"12,95 €"
2217,COLIBRI BRUNCH Y BISTRO,Churros With Nutella,"6,90 €"
2218,COLIBRI BRUNCH Y BISTRO,Speedy Gonzales,"12,50 €"
2219,COLIBRI BRUNCH Y BISTRO,Tropical Flesh,"9,95 €"
2220,COLIBRI BRUNCH Y BISTRO,Egg Noodle Salad,"11,95 €"
2221,COLIBRI BRUNCH Y BISTRO,Caesar Vegano,"9,95 €"
2222,COLIBRI BRUNCH Y BISTRO,Crunchy Chicken Salad,"10,95 €"
2223,COLIBRI BRUNCH Y BISTRO,Ocean Bowl,"12,95 €"
2224,COLIBRI BRUNCH Y BISTRO,Classic Ham / Bacon,"12,50 €"
2225,COLIBRI BRUNCH Y BISTRO,Fish Cake,"12,90 €"
2226,COLIBRI BRUNCH Y BISTRO,The Green Delight,"12,50 €"
2227,COLIBRI BRUNCH Y BISTRO,The Famous Royal,"13,90 €"
2228,COLIBRI BRUNCH Y BISTRO,The Caprese,"12,50 €"
2229,COLIBRI BRUNCH Y BISTRO,El Clásico,"12,50 €"
2230,COLIBRI BRUNCH Y BISTRO,The Smokey Wonder,"13,90 €"
2231,COLIBRI BRUNCH Y BISTRO,Sinless Burger,"12,95 €"
2232,COLIBRI BRUNCH Y BISTRO,Speedy Gonzales,"12,50 €"
