,nombre_local,producto,precio
2233,COLIBRI BRUNCH Y BISTRO,Smokey Sweet Chicken,"11,95 €"
2234,COLIBRI BRUNCH Y BISTRO,Danish Drift,"11,95 €"
2235,COLIBRI BRUNCH Y BISTRO,Kimchi Pancakes,"12,50 €"
2236,COLIBRI BRUNCH Y BISTRO,Nutella Hive,"10,95 €"
2237,COLIBRI BRUNCH Y BISTRO,Greek's Beloved,"10,95 €"
2238,COLIBRI BRUNCH Y BISTRO,Veg Keema Wrap,"11,95 €"
2239,COLIBRI BRUNCH Y BISTRO,Shrimp Wrap,"12,95 €"
2240,COLIBRI BRUNCH Y BISTRO,English Combo,"14,95 €"
2241,COLIBRI BRUNCH Y BISTRO,Chorizo Omelette,"9,95 €"
2242,COLIBRI BRUNCH Y BISTRO,French Toast,"9,50 €"
2243,COLIBRI BRUNCH Y BISTRO,Avocado Toast,"9,95 €"
2244,COLIBRI BRUNCH Y BISTRO,Nutella Toast,"8,50 €"
2245,COLIBRI BRUNCH Y BISTRO,Breakfast Carbonara,"10,95 €"
2246,COLIBRI BRUNCH Y BISTRO,Shakshuka Ranchero,"12,50 €"
2247,COLIBRI BRUNCH Y BISTRO,Sopa de Calabacín,"12,50 €"
2248,COLIBRI BRUNCH Y BISTRO,Acaí Bowl,"12,45 €"
2249,COLIBRI BRUNCH Y BISTRO,Fresh Fruits Bowl,"9,50 €"
2250,COLIBRI BRUNCH Y BISTRO,Oatmeal Pudding,"9,90 €"
2251,COLIBRI BRUNCH Y BISTRO,Dark Chocolate Horny,"7,90 €"
2252,COLIBRI BRUNCH Y BISTRO,Cheese Cake,"6,50 €"
2253,COLIBRI BRUNCH Y BISTRO,Churros With Nutella,"6,90 €"
2254,COLIBRI BRUNCH Y BISTRO,Pistachio Cake,"8,90 €"
2255,COLIBRI BRUNCH Y BISTRO,Croissant,"2,30 €"
2256,COLIBRI BRUNCH Y BISTRO,Chocolate Croissant,"2,80 €"
2257,COLIBRI BRUNCH Y BISTRO,Chocolate Cookie,"2,95 €"
2258,COLIBRI BRUNCH Y BISTRO,Bikini,"4,90 €"
2259,COLIBRI BRUNCH Y BISTRO,Crema Catalana,"5,90 €"
2260,COLIBRI BRUNCH Y BISTRO,Pan con Tomate,"4,50 €"
2261,COLIBRI BRUNCH Y BISTRO,Tortilla de Patatas,"6,90 €"
2262,COLIBRI BRUNCH Y BISTRO,Fried Eggs With Toast,"5,95 €"
2263,COLIBRI BRUNCH Y BISTRO,Nachos,"10,50 €"
2264,COLIBRI BRUNCH Y BISTRO,Huevos Escalfados (2) Poached Eggs (2),"3,00 €"
2265,COLIBRI BRUNCH Y BISTRO,Espinacas Salteadas Sautéed Spinach,"3,50 €"
2266,COLIBRI BRUNCH Y BISTRO,Tocino Bacon,"3,50 €"
2267,COLIBRI BRUNCH Y BISTRO,Champiñones Mushrooms,"2,99 €"
2268,COLIBRI BRUNCH Y BISTRO,Salmón Ahumado Smoked Salmon,"3,99 €"
2269,COLIBRI BRUNCH Y BISTRO,Frijoles Heinz Heinz Beans,"3,50 €"
2270,COLIBRI BRUNCH Y BISTRO,Queso Feta Feta Cheese,"2,50 €"
2271,COLIBRI BRUNCH Y BISTRO,Queso Halloumi Halloumi Cheese,"3,50 €"
2272,COLIBRI BRUNCH Y BISTRO,Panqueque con Almíbar Pancake With Syrup,"4,25 €"
2273,COLIBRI BRUNCH Y BISTRO,Salsas Extra Extra Sauce,"2,50 €"
2274,COLIBRI BRUNCH Y BISTRO,Chorizo,"3,00 €"
2275,COLIBRI BRUNCH Y BISTRO,Pollo Chicken,"3,50 €"
2276,COLIBRI BRUNCH Y BISTRO,Pan de Ajo Garlic Bread,"2,99 €"
2277,COLIBRI BRUNCH Y BISTRO,Gambas Prawns,"4,25 €"
2278,COLIBRI BRUNCH Y BISTRO,Medio Medium,"9,95 €"
2279,COLIBRI BRUNCH Y BISTRO,Grande Large,"13,95 €"
2280,COLIBRI BRUNCH Y BISTRO,Fusion Berry,"5,95 €"
2281,COLIBRI BRUNCH Y BISTRO,Green Force,"6,25 €"
2282,COLIBRI BRUNCH Y BISTRO,Red Thread,"5,95 €"
2283,COLIBRI BRUNCH Y BISTRO,Going Coconuts,"5,95 €"
2284,COLIBRI BRUNCH Y BISTRO,Magic Potion,"5,95 €"
2285,COLIBRI BRUNCH Y BISTRO,Charlie Brown,"5,95 €"
2286,COLIBRI BRUNCH Y BISTRO,Fresh Orange Juice,"4,50 €"
2287,COLIBRI BRUNCH Y BISTRO,Vegan Protein,"6,25 €"
2288,COLIBRI BRUNCH Y BISTRO,Chocolate Protein,"6,25 €"
2289,COLIBRI BRUNCH Y BISTRO,Banana Bodylab,"6,50 €"
2290,COLIBRI BRUNCH Y BISTRO,Iced Coffee,"2,60 €"
2291,COLIBRI BRUNCH Y BISTRO,Ice Latte,"4,20 €"
2292,COLIBRI BRUNCH Y BISTRO,Iced Vanilla Latte,"4,90 €"
2293,COLIBRI BRUNCH Y BISTRO,Ice Matcha Latte,"4,90 €"
2294,COLIBRI BRUNCH Y BISTRO,Ice Caramel Latte,"4,90 €"
2295,COLIBRI BRUNCH Y BISTRO,Pink Vitality Latte,"4,90 €"
2296,COLIBRI BRUNCH Y BISTRO,Blue Matcha Latte,"4,90 €"
2297,COLIBRI BRUNCH Y BISTRO,Frappé Vanilla,"4,80 €"
2298,COLIBRI BRUNCH Y BISTRO,Frappé Chocolate,"4,80 €"
2299,COLIBRI BRUNCH Y BISTRO,Frappé Coffee,"4,80 €"
2300,COLIBRI BRUNCH Y BISTRO,Matcha Lemonade,"4,90 €"
2301,COLIBRI BRUNCH Y BISTRO,Zumo Natural Naranja,"4,50 €"
2302,COLIBRI BRUNCH Y BISTRO,Orange Fantasy,"5,50 €"
2303,COLIBRI BRUNCH Y BISTRO,Dragon Lemonade,"5,50 €"
2304,COLIBRI BRUNCH Y BISTRO,S** On The Peach,"5,50 €"
2305,COLIBRI BRUNCH Y BISTRO,Wonder Berries,"5,50 €"
2306,COLIBRI BRUNCH Y BISTRO,Refresco,"3,00 €"
2307,COLIBRI BRUNCH Y BISTRO,Refresco Medium,"5,50 €"
2308,COLIBRI BRUNCH Y BISTRO,Agua,"2,50 €"
2309,COLIBRI BRUNCH Y BISTRO,Agua con Gas,"2,95 €"
2310,COLIBRI BRUNCH Y BISTRO,Homemade Lemonade,"3,90 €"
2311,COLIBRI BRUNCH Y BISTRO,Alhambra Roja,"4,20 €"
2312,COLIBRI BRUNCH Y BISTRO,Vino de la Casa,"16,50 €"
2313,COLIBRI BRUNCH Y BISTRO,Merian Ecológico,"19,95 €"
2314,COLIBRI BRUNCH Y BISTRO,Marqués de Riscal Reserva,"47,00 €"
2315,COLIBRI BRUNCH Y BISTRO,Vino de la Casa,"16,50 €"
2316,COLIBRI BRUNCH Y BISTRO,Merian Ecológico,"19,95 €"
2317,COLIBRI BRUNCH Y BISTRO,Marqués de Riscal Reserva,"48,00 €"
2318,COLIBRI BRUNCH Y BISTRO,Vino de la Casa,"16,50 €"
2319,COLIBRI BRUNCH Y BISTRO,Merian Ecológico,"19,95 €"
2320,COLIBRI BRUNCH Y BISTRO,Corazón Loco,"24,00 €"
2321,COLIBRI BRUNCH Y BISTRO,Taittinger Brut Reserva,"150,00 €"
2322,COLIBRI BRUNCH Y BISTRO,Privat Brut Ecológico,"38,95 €"
2323,COLIBRI BRUNCH Y BISTRO,Brut de la Casa,"16,50 €"
2324,PhilosophEAT,Solomillo de Pollo con Cremoso de Boniato y Judías Verdes,"13,90 €"
2325,PhilosophEAT,Bizcocho de Limón & Semillas de Amapola,"7,50 €"
2326,PhilosophEAT,Tarta Vegana Salted Caramel,"8,60 €"
2327,PhilosophEAT,Cinnamon Roll Keto,"8,50 €"
2328,PhilosophEAT,Cookie Keto Chips de Chocolate Amargo,"5,90 €"
2329,PhilosophEAT,Yogurt Griego con Granola & Frutos Rojos,"5,50 €"
2330,PhilosophEAT,Avo Toast,"11,90 €"
2331,PhilosophEAT,Peanut Butter & Banana Toast,"8,90 €"
2332,PhilosophEAT,Bocata Capresse,"7,50 €"
2333,PhilosophEAT,Roasted Cherries Toast,"11,50 €"
2334,PhilosophEAT,Falafels con Tahini,"7,50 €"
2335,PhilosophEAT,Keto Chips con Guacamole,"9,90 €"
2336,PhilosophEAT,Ensalada Chicken & Feta Cheese,"12,90 €"
2337,PhilosophEAT,Ensalada Vegan Falafel,"11,90 €"
2338,PhilosophEAT,Ensalada Burrata & Greens,"12,90 €"
2339,PhilosophEAT,Curry Vegano de Garbanzos con Arroz Basmati,"11,20 €"
2340,PhilosophEAT,Solomillo de Pollo con Cremoso de Boniato y Judías Verdes,"13,90 €"
2341,PhilosophEAT,Quiche Lorraine Keto con Mix de Verdes,"11,90 €"
2342,PhilosophEAT,Quiche Keto de Puerros y Setas,"12,50 €"
2343,PhilosophEAT,Noodles de Calabacín con Bolognesa de Pollo,"12,70 €"
2344,PhilosophEAT,Estofado Vegano de Lentejas con Verduras,"11,20 €"
2345,PhilosophEAT,Albóndigas de Ternera con Patatas y Brócoli,"13,90 €"
2346,PhilosophEAT,Tarta Vegana Salted Caramel,"8,60 €"
2347,PhilosophEAT,Vegan Banana Bread,"7,50 €"
2348,PhilosophEAT,Bizcocho de Limón & Semillas de Amapola,"7,50 €"
2349,PhilosophEAT,Carrot Cake Vegano,"7,50 €"
2350,PhilosophEAT,Nocciola Cheesecake,"8,60 €"
2351,PhilosophEAT,Cookie Keto Chips de Chocolate Amargo,"5,90 €"
2352,PhilosophEAT,Cookie Keto Chips de Chocolate Blanco y Nueces,"5,90 €"
2353,PhilosophEAT,Cookie Vegana de Tahini & Dátiles,"5,90 €"
2354,PhilosophEAT,Cinnamon Roll Keto,"8,50 €"
2355,PhilosophEAT,Alfajor Choco Mani,"5,90 €"
2356,PhilosophEAT,Keto Red Velvet,"8,60 €"
2357,PhilosophEAT,Agua sin Gas Solan de Cabras - 50cl,"2,90 €"
2358,PhilosophEAT,Agua  con Gas Solan de Cabras - 50cl,"2,95 €"
2359,PhilosophEAT,Kombucha San Blas - Sabor Naranja & Granada,"5,00 €"
2360,PhilosophEAT,Soda Caravelle Limón & Jengibre,"4,50 €"
2361,PhilosophEAT,Soda Caravelle Naranja & Fruta de la Pasión,"4,50 €"
2362,PhilosophEAT,Green Power,"7,50 €"
2363,PhilosophEAT,Açai Kick,"7,50 €"
2364,PhilosophEAT,Detox Shot Jengibre 60ml,"3,80 €"
2365,PhilosophEAT,Cold Pressed - Detox Ginger Boy 250ml,"4,40 €"
2366,PhilosophEAT,Cold Pressed - Detox Flower Power 250ml,"4,40 €"
2367,PhilosophEAT,Detox Shot Cúrcuma 60ml,"3,80 €"
2368,PhilosophEAT,Holy Chicken Sandwich,"11,90 €"
2369,PhilosophEAT,Flat White,"3,10 €"
2370,PhilosophEAT,Capuccino,"2,90 €"
2371,PhilosophEAT,Americano,"2,70 €"
2372,PhilosophEAT,Matcha Latte,"4,40 €"
2373,PhilosophEAT,Chai Latte,"4,30 €"
2374,Mar del Ro Helado Artesanal,500Ml,"17,00 €"
2375,Mar del Ro Helado Artesanal,Cookie con Nutella y Ferrero Rocher,"3,50 €"
2376,Mar del Ro Helado Artesanal,1 Litro,"28,00 €"
2377,Mar del Ro Helado Artesanal,Bombón suizo de nata con corazón de frutos rojos,"5,50 €"
2378,Mar del Ro Helado Artesanal,Bombón suizo de chocolate con corazón de dulce de leche y nuez,"5,50 €"
2379,Mar del Ro Helado Artesanal,500Ml,"17,00 €"
2380,Mar del Ro Helado Artesanal,1 Litro,"28,00 €"
2381,Mar del Ro Helado Artesanal,Polo de nata y frutos rojos,"4,90 €"
2382,Mar del Ro Helado Artesanal,Polo de chocolate y almendras,"4,90 €"
2383,Mar del Ro Helado Artesanal,Vaso de 400Cc con 3 Toppings a Elección,"13,00 €"
2384,Mar del Ro Helado Artesanal,Bombón suizo de chocolate con corazón de dulce de leche y nuez,"5,50 €"
2385,Mar del Ro Helado Artesanal,Bombón suizo de nata con corazón de frutos rojos,"5,50 €"
2386,Mar del Ro Helado Artesanal,Alfajor helado de Fresa,"4,50 €"
2387,Mar del Ro Helado Artesanal,Alfajor vegano con helado de Chocolate,"4,50 €"
2388,Mar del Ro Helado Artesanal,Barra helada tricolor (1porción),"5,50 €"
2389,Mar del Ro Helado Artesanal,Alfajor Artesanal Argentino Sabor Marplatense (Dulce de Leche),"4,00 €"
2390,Mar del Ro Helado Artesanal,Alfajor Artesanal Argentino Vegano,"4,00 €"
2391,Mar del Ro Helado Artesanal,"Alfajor Artesanal de Maicena, Dulce de Leche y Coco","3,00 €"
2392,Mar del Ro Helado Artesanal,Cookie Chocolate Blanco y Lotus,"3,50 €"
2393,Mar del Ro Helado Artesanal,Cookie con Dulce de Leche y Nuez,"3,50 €"
2394,Mar del Ro Helado Artesanal,Cookie con Nutella y Ferrero Rocher,"3,50 €"
2395,Mar del Ro Helado Artesanal,Mini Pastafrola,"4,80 €"
2396,Mar del Ro Helado Artesanal,Mini Torta de Dulce de Leche y Coco,"4,80 €"
2397,Mar del Ro Helado Artesanal,Sándwiches de Miga de Jamón Dulce y Queso,"3,00 €"
2398,Mar del Ro Helado Artesanal,Agua Font Vella de 0.5Lt,"2,50 €"
2399,Mar del Ro Helado Artesanal,Cerveza San Miguel,"2,90 €"
2400,Mar del Ro Helado Artesanal,Coca-Cola Lata,"2,30 €"
2401,Mar del Ro Helado Artesanal,Monster,"2,50 €"
2402,Mar del Ro Helado Artesanal,Vichy Catalán,"3,50 €"
2403,Mar del Ro Helado Artesanal,Zumo Minute Maid Melocotón,"2,70 €"
2404,Mar del Ro Helado Artesanal,Zumo Minute Maid Naranja,"2,70 €"
