time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-03-04,7.2,1.0,16.0,0.0,,273.0,9.0,29.6,1019.3,
2023-03-05,8.2,0.0,17.0,0.0,,269.0,8.8,35.2,1014.7,
2023-03-06,8.4,4.0,13.0,0.0,,310.0,7.6,25.9,1009.3,
2023-03-07,10.5,2.0,18.0,0.0,,269.0,11.2,35.2,1007.2,
2023-03-08,15.2,7.0,22.0,0.0,,253.0,13.7,42.6,1008.4,
2023-03-09,16.9,14.0,22.0,1.7,,248.0,13.4,38.9,1009.2,
2023-03-10,17.3,12.0,23.0,0.0,,256.0,22.2,44.5,1011.2,
2023-03-11,19.5,16.0,25.0,0.0,,278.0,23.5,38.9,1011.8,
2023-03-12,14.1,9.0,19.0,0.0,,176.0,8.5,29.6,1017.5,
2023-03-13,15.5,10.0,24.0,0.0,,230.0,6.6,29.6,1013.0,
2023-03-14,15.8,10.0,21.0,0.0,,268.0,17.5,42.6,1013.0,
2023-03-15,11.5,7.0,17.0,0.0,,226.0,7.9,25.9,1018.3,
2023-03-16,12.1,6.0,20.0,0.0,,229.0,8.5,24.1,1017.2,
2023-03-17,12.8,10.0,16.0,0.0,,72.0,9.4,37.0,1016.0,
2023-03-18,13.0,8.0,18.0,0.6,,168.0,5.3,25.9,1014.1,
2023-03-19,13.5,10.0,18.0,0.0,,209.0,7.7,25.9,1019.7,
2023-03-20,11.8,6.0,17.0,0.0,,58.0,8.3,20.4,1020.6,
2023-03-21,12.5,7.0,18.0,0.0,,293.0,7.4,25.9,1018.2,
2023-03-22,13.6,5.0,22.0,0.0,,216.0,5.6,35.2,1015.8,
2023-03-23,14.7,11.0,21.0,0.0,,205.0,7.5,31.5,1014.7,
2023-03-24,15.3,9.0,25.0,0.0,,264.0,8.9,35.2,1015.4,
2023-03-25,13.2,8.0,19.0,0.0,,236.0,9.1,31.5,1020.4,
2023-03-26,16.8,10.0,23.0,0.0,,266.0,18.0,40.8,1013.8,
2023-03-27,14.1,9.0,18.0,0.0,,125.0,14.5,38.9,1019.0,
2023-03-28,12.9,8.0,17.0,0.1,,208.0,8.1,29.6,1024.8,
2023-03-29,15.7,11.0,23.0,0.0,,252.0,12.9,40.8,1023.4,
2023-03-30,14.0,9.0,20.0,0.0,,202.0,9.6,31.5,1020.4,
2023-03-31,18.0,11.0,25.0,0.0,,259.0,14.5,35.2,1015.4,
2023-04-01,15.3,11.0,22.0,4.1,,266.0,12.2,31.5,1015.0,
2023-04-02,13.1,6.0,22.0,0.2,,279.0,11.2,33.3,1014.8,
2023-04-03,12.3,6.0,18.0,0.6,,224.0,10.7,27.8,1015.6,
2023-04-04,10.5,5.0,16.0,0.6,,149.0,8.9,31.5,1014.3,
2023-04-05,11.6,4.0,19.0,0.0,,248.0,9.6,25.9,1017.8,
2023-04-06,11.7,5.0,18.0,0.1,,227.0,9.1,29.6,1019.3,
2023-04-07,13.8,5.0,22.0,0.0,,252.0,8.6,35.2,1016.5,
2023-04-08,12.5,7.0,17.0,0.0,,169.0,9.5,35.2,1017.6,
2023-04-09,13.1,5.0,21.0,0.0,,186.0,7.3,29.6,1019.7,
2023-04-10,14.9,9.0,21.0,0.0,,85.0,6.5,24.1,1021.2,
2023-04-11,15.6,8.0,22.0,0.0,,205.0,7.0,31.5,1019.9,
2023-04-12,17.1,9.0,28.0,0.0,,239.0,14.2,37.0,1010.0,
2023-04-13,14.2,9.0,20.0,4.8,,257.0,20.2,38.9,1011.7,
2023-04-14,13.9,5.0,22.0,0.0,,267.0,14.4,40.8,1012.0,
2023-04-15,14.1,7.0,21.0,0.2,,293.0,12.5,27.8,1012.9,
2023-04-16,14.0,7.0,20.0,0.0,,220.0,10.3,29.6,1017.2,
2023-04-17,12.4,5.0,18.0,0.0,,158.0,11.1,25.9,1015.7,
2023-04-18,14.3,10.0,18.0,0.0,,210.0,7.4,27.8,1015.0,
2023-04-19,13.8,6.0,20.0,0.0,,240.0,9.1,25.9,1015.0,
2023-04-20,15.2,8.0,24.0,0.0,,209.0,8.4,35.2,1009.3,
2023-04-21,16.0,11.0,21.0,0.0,,183.0,7.2,29.6,1009.0,
2023-04-22,16.7,10.0,23.0,0.0,,225.0,7.7,27.8,1011.3,
2023-04-23,18.8,14.0,26.0,0.0,,249.0,9.4,37.0,1012.3,
2023-04-24,16.3,12.0,21.0,0.3,,125.0,11.3,27.8,1015.3,
2023-04-25,16.8,13.0,23.0,0.0,,93.0,8.8,31.5,1013.9,
2023-04-26,17.1,13.0,21.0,0.0,,122.0,8.4,27.8,1016.0,
2023-04-27,18.5,12.0,25.0,0.0,,215.0,8.3,27.8,1016.5,
2023-04-28,18.6,12.0,24.0,0.0,,101.0,8.4,24.1,1016.9,
2023-04-29,18.9,14.0,24.0,7.8,,203.0,8.8,27.8,1013.3,
2023-04-30,18.8,15.0,25.0,12.3,,55.0,9.5,27.8,1014.8,
2023-05-01,17.3,15.0,20.0,1.9,,103.0,9.9,27.8,1016.3,
2023-05-02,17.0,10.0,24.0,0.0,,225.0,8.1,31.5,1017.3,
2023-05-03,18.6,10.0,26.0,0.0,,215.0,10.3,29.6,1017.7,
2023-05-04,18.5,12.0,24.0,0.0,,237.0,10.6,27.8,1019.1,
2023-05-05,18.9,12.0,26.0,0.0,,195.0,9.1,29.6,1018.2,
2023-05-06,18.9,13.0,23.0,0.0,,128.0,7.8,24.1,1015.7,
2023-05-07,18.3,16.0,23.0,0.1,,52.0,7.9,25.9,1017.8,
2023-05-08,18.8,14.0,24.0,0.0,,130.0,7.0,24.1,1020.0,
2023-05-09,19.0,13.0,27.0,5.8,,69.0,9.4,31.5,1018.0,
2023-05-10,17.3,15.0,21.0,0.5,,120.0,12.1,33.3,1017.5,
2023-05-11,15.8,13.0,19.0,8.7,,101.0,10.6,35.2,1016.0,
2023-05-12,13.6,10.0,17.0,8.0,,55.0,7.9,31.5,1014.7,
2023-05-13,12.9,8.0,19.0,3.0,,233.0,6.3,24.1,1016.5,
2023-05-14,14.8,10.0,21.0,4.4,,266.0,6.9,24.1,1016.0,
2023-05-15,16.9,12.0,23.0,0.2,,345.0,8.5,29.6,1013.0,
2023-05-16,16.4,10.0,24.0,0.0,,334.0,4.9,27.8,1011.3,
2023-05-17,15.8,8.0,23.0,0.0,,34.0,6.6,27.8,1014.4,
2023-05-18,15.1,10.0,19.0,1.4,,219.0,7.8,29.6,1016.9,
2023-05-19,15.3,11.0,19.0,3.2,,277.0,7.6,25.9,1016.1,
2023-05-20,16.4,12.0,22.0,6.9,,275.0,9.4,25.9,1012.8,
2023-05-21,15.8,10.0,20.0,0.5,,206.0,7.0,24.1,1012.3,
2023-05-22,17.8,15.0,22.0,2.8,,329.0,7.4,29.6,1012.9,
2023-05-23,17.8,12.0,24.0,8.1,,179.0,9.4,29.6,1013.6,
2023-05-24,18.6,13.0,26.0,0.6,,265.0,7.7,24.1,1014.1,
2023-05-25,15.7,14.0,18.0,39.1,,25.0,4.8,29.6,1016.3,
2023-05-26,17.5,11.0,23.0,0.0,,193.0,8.8,25.9,1019.8,
2023-05-27,20.9,13.0,28.0,0.0,,196.0,8.2,25.9,1017.2,
2023-05-28,21.3,14.0,27.0,0.0,,234.0,8.3,33.3,1013.3,
2023-05-29,19.8,15.0,24.0,0.0,,158.0,10.6,22.2,1012.8,
2023-05-30,20.0,15.0,25.0,0.0,,179.0,6.9,24.1,1014.9,
2023-05-31,19.6,14.0,24.0,0.2,,30.0,6.5,25.9,1014.8,
2023-06-01,19.8,16.0,24.0,0.7,,82.0,6.8,27.8,1014.9,
2023-06-02,19.3,14.0,24.0,1.2,,132.0,8.1,24.1,1013.8,
2023-06-03,18.8,15.0,23.0,3.9,,258.0,7.5,24.1,1014.0,
2023-06-04,19.5,15.0,25.0,1.2,,185.0,8.5,25.9,1014.9,
2023-06-05,20.4,15.0,26.0,0.7,,189.0,8.8,25.9,1015.2,
2023-06-06,22.2,16.0,28.0,0.7,,195.0,8.3,33.3,1014.8,
2023-06-07,21.5,17.0,25.0,0.0,,185.0,8.2,25.9,1014.8,
2023-06-08,21.9,17.0,27.0,0.6,,162.0,9.9,24.1,1012.3,
2023-06-09,23.0,19.0,27.0,3.7,,270.0,6.9,35.2,1010.0,
2023-06-10,22.8,17.0,27.0,2.1,,70.0,9.1,25.9,1012.5,
2023-06-11,23.6,17.0,29.0,4.7,,266.0,8.7,24.1,1013.8,
2023-06-12,23.8,18.0,28.0,0.8,,189.0,9.4,25.9,1011.8,
2023-06-13,21.3,18.0,25.0,5.9,,346.0,9.5,25.9,1008.8,
2023-06-14,22.2,15.0,29.0,3.2,,278.0,6.8,29.6,1011.0,
2023-06-15,24.3,17.0,30.0,0.0,,155.0,10.1,25.9,1016.4,
2023-06-16,24.6,17.0,31.0,0.0,,227.0,9.6,29.6,1017.0,
2023-06-17,25.3,18.0,32.0,0.0,,225.0,9.0,35.2,1014.5,
2023-06-18,24.4,22.0,28.0,0.0,,238.0,9.8,29.6,1013.8,
2023-06-19,23.1,16.0,31.0,0.0,,37.0,8.9,40.8,1012.6,
2023-06-20,24.1,19.0,31.0,0.0,,102.0,8.3,31.5,1011.3,
2023-06-21,25.4,22.0,29.0,0.0,,96.0,10.6,35.2,1012.5,
2023-06-22,26.0,23.0,33.0,2.5,,231.0,13.4,33.3,1016.3,
2023-06-23,26.2,20.0,34.0,0.0,,209.0,8.9,37.0,1022.1,
2023-06-24,26.4,20.0,33.0,0.0,,128.0,8.6,33.3,1018.9,
2023-06-25,27.9,19.0,35.0,0.0,,149.0,9.9,35.2,1017.0,
2023-06-26,28.3,20.0,35.0,0.0,,102.0,9.8,29.6,1017.9,
2023-06-27,26.5,21.0,31.0,0.0,,136.0,7.7,29.6,1017.3,
2023-06-28,26.7,22.0,32.0,0.5,,74.0,7.8,27.8,1014.9,
2023-06-29,25.2,19.0,29.0,2.4,,48.0,8.3,25.9,1015.3,
2023-06-30,22.0,18.0,26.0,24.0,,208.0,10.1,27.8,1016.1,
2023-07-01,23.9,18.0,29.0,0.3,,189.0,8.2,29.6,1015.7,
2023-07-02,23.7,18.0,27.0,0.3,,107.0,9.9,27.8,1016.1,
2023-07-03,24.8,20.0,28.0,0.1,,180.0,9.0,29.6,1016.9,
2023-07-04,24.1,20.0,28.0,10.5,,122.0,10.1,25.9,1016.5,
2023-07-05,23.0,21.0,25.0,0.0,,107.0,8.4,27.8,1017.5,
2023-07-06,24.3,19.0,30.0,3.3,,112.0,7.4,29.6,1016.0,
2023-07-07,24.8,19.0,30.0,0.3,,90.0,10.1,33.3,1015.6,
2023-07-08,26.2,19.0,33.0,0.0,,94.0,10.0,31.5,1016.3,
2023-07-09,25.8,20.0,32.0,0.0,,147.0,9.4,24.1,1018.8,
2023-07-10,27.1,23.0,33.0,0.0,,141.0,10.1,25.9,1020.0,
2023-07-11,27.6,24.0,32.0,0.0,,132.0,9.3,25.9,1015.5,
2023-07-12,27.0,24.0,31.0,0.0,,125.0,11.1,29.6,1014.1,
2023-07-13,26.7,22.0,32.0,0.2,,215.0,11.2,31.5,1017.3,
2023-07-14,27.8,24.0,33.0,0.0,,204.0,11.6,40.8,1016.1,
2023-07-15,27.0,21.0,32.0,0.0,,181.0,8.9,29.6,1012.8,
2023-07-16,26.5,24.0,29.0,0.0,,123.0,10.7,25.9,1015.8,
2023-07-17,26.5,23.0,30.0,0.0,,99.0,8.4,29.6,1018.3,
2023-07-18,29.8,21.0,40.0,0.0,,106.0,8.0,38.9,1016.8,
2023-07-19,29.2,25.0,34.0,0.0,,133.0,11.0,29.6,1015.3,
2023-07-20,27.4,22.0,33.0,0.0,,194.0,8.5,29.6,1012.7,
2023-07-21,26.9,24.0,31.0,0.7,,139.0,11.0,27.8,1012.3,
2023-07-22,26.1,22.0,29.0,0.0,,155.0,9.9,25.9,1016.7,
2023-07-23,26.8,21.0,32.0,0.0,,146.0,10.6,27.8,1014.8,
2023-07-24,26.5,23.0,31.0,0.0,,138.0,11.1,27.8,1009.1,
2023-07-25,26.4,22.0,31.0,0.0,,268.0,13.3,40.8,1011.3,
2023-07-26,23.5,21.0,26.0,5.2,,135.0,11.0,33.3,1016.9,
2023-07-27,24.6,19.0,29.0,0.0,,225.0,11.0,31.5,1015.1,
2023-07-28,25.2,18.0,31.0,0.1,,219.0,9.9,25.9,1014.2,
2023-07-29,27.4,22.0,33.0,0.0,,222.0,8.9,37.0,1013.5,
2023-07-30,26.8,24.0,31.0,0.0,,97.0,10.2,29.6,1017.1,
2023-07-31,25.7,21.0,30.0,0.0,,199.0,9.0,31.5,1016.5,
2023-08-01,27.3,24.0,34.0,0.1,,181.0,10.8,27.8,1012.2,
2023-08-02,28.5,22.0,34.0,0.0,,137.0,10.8,38.9,1009.8,
2023-08-03,24.9,21.0,28.0,0.0,,136.0,11.1,27.8,1011.1,
2023-08-04,23.0,17.0,28.0,2.7,,185.0,12.4,27.8,1014.8,
2023-08-05,23.4,18.0,30.0,0.0,,236.0,9.2,31.5,1016.3,
2023-08-06,23.3,21.0,26.0,0.1,,93.0,11.8,27.8,1016.9,
2023-08-07,23.6,20.0,27.0,0.0,,194.0,10.9,37.0,1019.0,
2023-08-08,24.2,19.0,29.0,0.2,,183.0,9.8,33.3,1017.7,
2023-08-09,26.0,20.0,31.0,0.0,,210.0,9.0,35.2,1017.7,
2023-08-10,27.0,24.0,31.0,0.0,,187.0,10.9,31.5,1017.5,
2023-08-11,27.2,20.0,35.0,0.0,,195.0,10.1,37.0,1020.2,
2023-08-12,25.8,21.0,30.0,0.0,,123.0,10.0,27.8,1019.7,
2023-08-13,26.0,21.0,30.0,0.0,,89.0,8.6,25.9,1017.6,
2023-08-14,26.1,20.0,32.0,0.0,,135.0,10.1,24.1,1015.6,
2023-08-15,26.2,20.0,31.0,0.0,,118.0,9.8,29.6,1016.0,
2023-08-16,25.1,20.0,30.0,0.0,,180.0,9.2,29.6,1015.7,
2023-08-17,26.6,22.0,31.0,0.0,,87.0,12.1,42.6,1014.0,
2023-08-18,25.6,20.0,30.0,0.0,,94.0,9.3,27.8,1013.5,
2023-08-19,26.4,23.0,31.0,0.0,,63.0,8.7,25.9,1016.5,
2023-08-20,29.0,22.0,35.0,0.0,,159.0,7.8,27.8,1018.5,
2023-08-21,29.9,24.0,35.0,0.0,,144.0,8.5,22.2,1019.0,
2023-08-22,30.2,24.0,36.0,0.0,,138.0,8.2,22.2,1017.8,
2023-08-23,31.5,25.0,37.0,0.0,,235.0,8.8,27.8,1015.6,
2023-08-24,31.0,25.0,37.0,0.0,,201.0,9.1,31.5,1014.2,
2023-08-25,28.9,24.0,34.0,0.0,,199.0,9.5,33.3,1013.5,
2023-08-26,25.5,22.0,30.0,8.6,,58.0,9.5,29.6,1012.8,
2023-08-27,19.2,16.0,22.0,50.3,,330.0,8.4,35.2,1009.9,
2023-08-28,21.3,15.0,29.0,0.0,,268.0,11.8,40.8,1011.3,
2023-08-29,21.4,16.0,27.0,0.0,,152.0,9.7,27.8,1011.0,
2023-08-30,21.8,19.0,25.0,4.8,,74.0,10.3,31.5,1011.5,
2023-08-31,22.8,18.0,27.0,0.4,,81.0,8.0,27.8,1016.3,
2023-09-01,23.4,18.0,29.0,0.0,,231.0,8.2,29.6,1017.3,
2023-09-02,23.3,22.0,25.0,1.2,,50.0,11.4,42.6,1016.8,
2023-09-03,24.4,21.0,29.0,0.0,,47.0,14.2,63.0,1018.8,
2023-09-04,27.6,24.0,33.0,0.0,,49.0,11.7,61.1,1017.3,
2023-09-05,25.6,23.0,29.0,0.0,,77.0,9.7,37.0,1017.3,
2023-09-06,23.9,19.0,28.0,0.0,,71.0,9.1,29.6,1018.7,
2023-09-07,22.1,16.0,27.0,0.0,,208.0,8.6,25.9,1018.5,
2023-09-08,21.8,15.0,28.0,0.0,,181.0,8.5,22.2,1018.0,
2023-09-09,21.6,15.0,27.0,0.0,,195.0,8.3,22.2,1017.6,
2023-09-10,22.3,17.0,28.0,0.0,,212.0,7.7,22.2,1017.9,
2023-09-11,22.8,17.0,28.0,0.0,,119.0,7.8,25.9,1015.4,
2023-09-12,23.2,19.0,28.0,0.8,,109.0,6.5,24.1,1014.4,
2023-09-13,23.5,19.0,27.0,2.1,,202.0,9.3,25.9,1017.7,
2023-09-14,22.7,17.0,28.0,1.2,,238.0,9.0,25.9,1018.5,
2023-09-15,20.2,18.0,25.0,32.6,,335.0,5.8,24.1,1014.8,
2023-09-16,22.0,18.0,28.0,0.4,,150.0,6.7,27.8,1012.6,
2023-09-17,23.3,19.0,29.0,0.1,,214.0,6.5,24.1,1012.4,
2023-09-18,25.0,22.0,29.0,0.3,,255.0,13.2,42.6,1014.0,
2023-09-19,21.5,17.0,26.0,0.0,,263.0,7.0,24.1,1018.1,
2023-09-20,21.1,18.0,24.0,2.6,,258.0,8.0,31.5,1012.4,
2023-09-21,21.6,16.0,27.0,0.0,,250.0,10.7,42.6,1006.4,
2023-09-22,21.2,17.0,25.0,0.9,,263.0,10.4,38.9,1009.4,
2023-09-23,18.9,14.0,24.0,0.0,,254.0,9.1,25.9,1018.1,
2023-09-24,19.3,13.0,25.0,0.0,,255.0,7.8,27.8,1021.3,
2023-09-25,19.7,15.0,25.0,0.0,,34.0,6.7,24.1,1021.0,
2023-09-26,19.5,13.0,26.0,0.0,,246.0,6.5,22.2,1020.6,
2023-09-27,21.3,14.0,29.0,0.0,,243.0,6.4,37.0,1019.4,
2023-09-28,22.2,16.0,29.0,0.0,,251.0,5.9,37.0,1019.1,
2023-09-29,22.9,17.0,28.0,0.0,,263.0,6.1,25.9,1022.2,
2023-09-30,22.8,16.0,30.0,0.0,,251.0,6.7,24.1,1023.5,
2023-10-01,21.8,17.0,27.0,0.0,,176.0,8.7,25.9,1023.0,
2023-10-02,20.8,16.0,25.0,0.0,,178.0,7.7,22.2,1023.5,
2023-10-03,21.0,16.0,26.0,0.0,,281.0,7.5,22.2,1024.1,
2023-10-04,23.4,20.0,29.0,0.0,,247.0,8.6,42.6,1025.2,
2023-10-05,21.5,17.0,25.0,0.0,,122.0,7.0,25.9,1024.5,
2023-10-06,22.0,18.0,26.0,0.0,,204.0,6.7,24.1,1024.3,
2023-10-07,21.5,17.0,26.0,0.0,,221.0,6.8,20.4,1024.6,
2023-10-08,20.8,17.0,27.0,0.0,,283.0,6.0,18.5,1024.5,
2023-10-09,21.1,15.0,28.0,0.0,,160.0,6.0,31.5,1024.1,
2023-10-10,21.3,16.0,29.0,0.0,,200.0,5.9,33.3,1022.4,
2023-10-11,20.3,14.0,27.0,0.0,,261.0,5.4,27.8,1021.7,
2023-10-12,19.8,14.0,27.0,0.0,,272.0,5.8,29.6,1021.1,
2023-10-13,20.2,14.0,27.0,0.0,,266.0,5.7,35.2,1019.3,
2023-10-14,20.8,16.0,26.0,0.0,,87.0,6.1,25.9,1018.5,
2023-10-15,18.7,17.0,21.0,8.5,,143.0,6.3,24.1,1017.2,
2023-10-16,18.4,16.0,20.0,16.0,,23.0,5.1,25.9,1013.3,
2023-10-17,18.8,14.0,24.0,0.4,,254.0,5.8,22.2,1010.9,
2023-10-18,21.8,18.0,27.0,0.4,,264.0,8.5,44.5,1005.2,
2023-10-19,21.1,17.0,25.0,4.6,,233.0,12.1,53.7,997.0,
2023-10-20,18.0,15.0,21.0,7.0,,249.0,19.1,64.8,991.9,
2023-10-21,16.5,12.0,20.0,0.0,,266.0,14.5,37.0,1004.9,
2023-10-22,14.5,8.0,21.0,0.0,,37.0,5.1,29.6,1011.0,
2023-10-23,20.5,18.0,25.0,0.1,,317.0,9.7,42.6,1006.8,
2023-10-24,17.4,14.0,21.0,1.4,,260.0,14.3,51.8,1009.3,
2023-10-25,18.2,14.0,23.0,0.2,,260.0,14.7,48.2,1008.8,
2023-10-26,21.3,18.0,26.0,0.1,,249.0,19.5,50.0,1003.7,
2023-10-27,18.5,15.0,22.0,0.0,,266.0,19.6,53.7,1005.5,
2023-10-28,17.6,13.0,23.0,0.0,,255.0,13.9,44.5,1008.1,
2023-10-29,16.4,11.0,23.0,0.0,,233.0,7.1,42.6,1007.3,
2023-10-30,15.2,11.0,22.0,0.7,,263.0,7.9,33.3,1004.5,
2023-10-31,14.6,11.0,19.0,0.0,,266.0,9.9,35.2,1014.4,
2023-11-01,15.0,8.0,20.0,0.0,,268.0,11.8,44.5,1012.0,
2023-11-02,16.9,13.0,20.0,3.0,,254.0,20.0,66.7,998.4,
2023-11-03,13.4,10.0,17.0,0.0,,257.0,24.3,68.5,1000.0,
2023-11-04,15.2,10.0,21.0,1.3,,240.0,14.3,51.8,998.3,
2023-11-05,16.3,14.0,19.0,0.0,,257.0,25.4,61.1,1004.0,
2023-11-06,13.9,9.0,19.0,0.0,,270.0,9.7,42.6,1014.2,
2023-11-07,10.8,5.0,17.0,0.0,,276.0,9.6,31.5,1020.6,
2023-11-08,11.2,4.0,18.0,0.0,,244.0,8.4,31.5,1021.6,
2023-11-09,12.0,9.0,16.0,0.3,,278.0,9.3,31.5,1015.1,
2023-11-10,14.5,10.0,19.0,0.0,,268.0,16.1,42.6,1012.9,
2023-11-11,13.1,9.0,17.0,0.0,,309.0,6.4,22.2,1013.0,
2023-11-12,17.3,13.0,24.0,0.0,,276.0,8.9,27.8,1015.2,
2023-11-13,17.9,11.0,25.0,0.0,,266.0,12.1,37.0,1020.2,
2023-11-14,19.6,15.0,25.0,0.0,,257.0,13.0,40.8,1019.7,
2023-11-15,15.9,13.0,19.0,0.2,,221.0,8.6,24.1,1023.0,
2023-11-16,16.5,13.0,21.0,0.0,,258.0,8.8,42.6,1020.5,
2023-11-17,14.8,12.0,19.0,2.9,,227.0,6.7,22.2,1023.4,
2023-11-18,14.5,10.0,21.0,0.0,,276.0,6.2,29.6,1025.5,
2023-11-19,13.5,8.0,22.0,0.0,,291.0,4.4,27.8,1022.4,
2023-11-20,12.5,6.0,20.0,0.0,,304.0,4.0,20.4,1018.7,
2023-11-21,13.8,9.0,19.0,1.2,,273.0,8.1,25.9,1013.7,
2023-11-22,13.0,7.0,19.0,0.0,,315.0,10.4,29.6,1016.0,
2023-11-23,9.0,2.0,17.0,0.0,,281.0,7.6,29.6,1021.0,
2023-11-24,10.9,4.0,20.0,0.0,,295.0,7.1,35.2,1013.3,
2023-11-25,11.0,5.0,17.0,0.0,,263.0,6.8,25.9,1013.6,
2023-11-26,11.1,8.0,14.0,0.0,,221.0,5.1,20.4,1016.8,
2023-11-27,10.7,6.0,16.0,0.0,,284.0,8.2,27.8,1011.7,
