time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-11-29,9.7,4.0,18.0,0.0,,325.0,3.6,31.5,1024.1,
2024-11-30,10.8,6.0,17.0,0.0,,305.0,4.1,25.9,1027.0,
2024-12-01,12.9,11.0,17.0,0.0,,292.0,5.8,24.1,1024.8,
2024-12-02,11.9,8.0,19.0,0.0,,294.0,5.4,29.6,1021.2,
2024-12-03,9.9,6.0,15.0,1.9,,283.0,6.7,25.9,1019.7,
2024-12-04,9.9,7.0,14.0,4.9,,301.0,6.8,20.4,1020.9,
2024-12-05,9.1,5.0,16.0,0.0,,294.0,4.5,29.6,1025.5,
2024-12-06,11.1,7.0,16.0,0.0,,321.0,5.2,31.5,1022.3,
2024-12-07,12.5,8.0,18.0,0.0,,281.0,15.6,66.7,1016.6,
2024-12-08,8.3,4.0,13.0,0.0,,258.0,16.5,57.4,1010.7,
2024-12-09,7.6,3.0,12.0,0.0,,289.0,7.7,35.2,1010.7,
2024-12-10,7.0,4.0,10.0,8.9,,355.0,4.8,14.8,1017.0,
2024-12-11,7.5,6.0,9.0,1.7,,3.0,4.5,24.1,1020.6,
2024-12-12,9.1,6.0,12.0,30.3,,353.0,7.5,44.5,1020.9,
2024-12-13,9.0,4.0,14.0,0.0,,281.0,6.1,37.0,1022.1,
2024-12-14,7.5,5.0,12.0,0.0,,286.0,8.9,27.8,1026.1,
2024-12-15,5.6,2.0,12.0,0.0,,293.0,5.7,25.9,1031.9,
2024-12-16,6.5,1.0,13.0,0.0,,283.0,6.9,29.6,1037.2,
2024-12-17,7.9,2.0,14.0,0.0,,276.0,7.7,38.9,1032.3,
2024-12-18,9.2,3.0,16.0,0.0,,302.0,4.1,33.3,1026.7,
2024-12-19,13.7,8.0,18.0,0.0,,239.0,14.0,50.0,1016.9,
2024-12-20,7.5,2.0,13.0,0.0,,278.0,9.3,29.6,1023.6,
2024-12-21,6.0,1.0,13.0,0.0,,297.0,6.5,29.6,1027.3,
2024-12-22,10.3,5.0,15.0,0.0,,275.0,14.8,50.0,1020.1,
2024-12-23,7.8,3.0,14.0,0.0,,305.0,6.7,38.9,1019.5,
2024-12-24,5.7,1.0,12.0,0.0,,307.0,5.4,25.9,1023.2,
2024-12-25,8.3,4.0,15.0,0.0,,313.0,4.6,24.1,1027.8,
2024-12-26,10.3,8.0,13.0,0.0,,17.0,4.3,14.8,1029.0,
2024-12-27,7.4,2.0,15.0,0.0,,302.0,5.0,24.1,1030.9,
2024-12-28,5.5,-1.0,15.0,0.0,,296.0,4.3,25.9,1029.3,
2024-12-29,5.5,0.0,15.0,0.0,,311.0,4.8,27.8,1028.6,
2024-12-30,4.8,-1.0,14.0,0.0,,288.0,5.0,27.8,1029.3,
2024-12-31,5.1,0.0,12.0,0.0,,315.0,3.5,27.8,1030.8,
